Region,Altitude,Mois,Saison,SOC,Clay,Nitrogen,CEC,Temp,Hum,pH,Lux,CE,Crop
Anosy,35.0,1,0,19.2,22.4,16.0,15.2,20.8,51.2,5.5,35506.0,1166.0,Arachide
Vakinankaratra,1307.0,6,1,36.1,33.3,28.2,15.2,20.9,75.9,5.6,51495.0,525.0,Pomme
Analamanga,1166.0,11,0,23.4,27.6,19.5,16.3,23.9,63.9,6.1,44244.0,553.0,Riz_Plateau
Atsinanana,297.0,12,0,60.7,39.8,32.2,16.4,20.4,77.6,6.0,55492.0,676.0,Litchi
Vakinankaratra,1414.0,7,1,36.1,33.3,28.2,15.2,23.3,56.0,7.0,52147.0,1108.0,Oignon
SAVA,475.0,12,0,64.8,36.6,48.0,20.9,24.7,70.0,6.2,60182.0,773.0,Litchi
Menabe,168.0,6,1,23.9,28.2,16.9,14.4,29.7,89.2,5.0,52573.0,413.0,Riz_Decrue
Analanjirofo,189.0,12,0,54.8,35.0,29.5,18.5,23.0,71.4,5.1,52542.0,437.0,Litchi
Vakinankaratra,1206.0,11,0,36.1,33.3,28.2,15.2,24.8,74.3,6.7,53402.0,621.0,Maïs
Menabe,142.0,12,0,23.9,28.2,16.9,14.4,37.6,44.8,7.5,53001.0,1137.0,Mangue
Bongolava,1249.0,10,1,24.5,32.2,18.9,13.2,25.1,75.4,5.1,59741.0,985.0,Ananas
Atsinanana,387.0,10,1,60.7,39.8,32.2,16.4,24.1,78.7,4.8,65682.0,1000.0,Ananas
Amoron'i Mania,1265.0,1,0,31.1,27.9,19.6,13.9,19.2,62.5,5.8,40699.0,822.0,Arachide
Atsinanana,175.0,11,0,60.7,39.8,32.2,16.4,20.5,76.3,5.3,49863.0,750.0,Litchi
Vakinankaratra,1866.0,7,1,36.1,33.3,28.2,15.2,20.3,71.4,6.3,30451.0,614.0,Pomme
Analamanga,1340.0,5,1,23.4,27.6,19.5,16.3,21.0,68.7,5.8,58779.0,1021.0,Tomate
Amoron'i Mania,1562.0,10,1,31.1,27.9,19.6,13.9,31.7,33.5,5.6,48001.0,1002.0,Sorgho
Haute Matsiatra,1404.0,5,1,24.1,24.9,18.2,12.7,17.9,53.3,6.4,53594.0,354.0,Haricot_CS
Ihorombe,786.0,12,0,15.9,28.1,12.1,17.6,23.5,91.6,5.4,41142.0,669.0,Riz_Bas_Fonds
Atsinanana,62.0,1,0,60.7,39.8,32.2,16.4,24.6,84.5,5.8,63423.0,607.0,Banane
Analanjirofo,368.0,12,0,54.8,35.0,29.5,18.5,33.3,89.1,5.0,57291.0,617.0,Riz_Bas_Fonds
Boeny,142.0,2,0,28.2,24.7,21.7,15.4,20.6,64.4,6.9,49095.0,357.0,Haricot
Amoron'i Mania,1086.0,1,0,31.1,27.9,19.6,13.9,26.5,61.5,6.5,55787.0,704.0,Arachide
Atsimo-Andrefana,357.0,5,1,25.3,27.9,10.9,14.1,26.7,56.7,6.7,59146.0,1749.0,Pois_du_Cap
Atsinanana,185.0,1,0,60.7,39.8,32.2,16.4,15.7,66.5,6.9,39722.0,432.0,Arachide
Vakinankaratra,1919.0,5,1,36.1,33.3,28.2,15.2,16.0,50.8,7.3,53315.0,530.0,Haricot_CS
Sofia,209.0,5,1,24.8,23.3,16.4,10.2,26.8,57.9,6.9,56437.0,641.0,Oignon
Analamanga,1108.0,4,0,23.4,27.6,19.5,16.3,20.1,68.1,6.2,45128.0,848.0,Haricot_CS
Analamanga,1560.0,6,1,23.4,27.6,19.5,16.3,21.8,83.8,6.4,39658.0,823.0,Fraise
Melaky,230.0,1,0,26.0,23.7,21.3,15.3,18.5,63.4,5.7,53301.0,411.0,Arachide
Atsinanana,304.0,2,0,60.7,39.8,32.2,16.4,25.7,62.0,6.7,54507.0,325.0,Haricot
Atsinanana,191.0,9,1,60.7,39.8,32.2,16.4,28.5,62.7,5.0,61848.0,780.0,Ananas
Atsimo-Andrefana,308.0,5,1,25.3,27.9,10.9,14.1,26.2,49.7,7.2,59871.0,1962.0,Pois_du_Cap
Atsimo-Andrefana,16.0,6,1,25.3,27.9,10.9,14.1,23.8,40.8,6.5,61336.0,854.0,Pois_du_Cap
Sofia,579.0,12,0,24.8,23.3,16.4,10.2,29.7,49.7,5.6,49305.0,675.0,Arachide
Menabe,97.0,6,1,23.9,28.2,16.9,14.4,21.3,47.2,7.4,47045.0,876.0,Pois_du_Cap
Vakinankaratra,1357.0,5,1,36.1,33.3,28.2,15.2,22.7,72.0,6.2,50280.0,815.0,Fraise
Atsinanana,163.0,12,0,60.7,39.8,32.2,16.4,23.6,89.2,6.1,45889.0,750.0,Litchi
Atsinanana,182.0,11,0,60.7,39.8,32.2,16.4,20.9,89.6,5.5,47575.0,616.0,Litchi
SAVA,1.0,9,1,64.8,36.6,48.0,20.9,26.3,78.6,5.5,62044.0,565.0,Ananas
Atsimo-Atsinanana,374.0,2,0,49.2,29.9,29.9,18.8,22.8,58.5,6.8,41147.0,1317.0,Maïs
Analanjirofo,54.0,1,0,54.8,35.0,29.5,18.5,25.4,64.5,6.1,59806.0,1588.0,Maïs
Bongolava,1080.0,11,0,24.5,32.2,18.9,13.2,24.5,59.2,6.7,40169.0,842.0,Maïs
Haute Matsiatra,1116.0,8,1,24.1,24.9,18.2,12.7,12.6,74.3,5.9,36136.0,1492.0,Pomme_de_Terre
Atsimo-Andrefana,53.0,12,0,25.3,27.9,10.9,14.1,19.9,47.3,6.3,53540.0,1313.0,Arachide
Itasy,1460.0,2,0,28.4,33.2,25.5,14.3,26.7,62.9,7.5,60364.0,1005.0,Orange
Diana,79.0,1,0,30.8,26.1,20.5,24.4,23.1,58.9,7.1,51632.0,1153.0,Orange
Analanjirofo,80.0,12,0,54.8,35.0,29.5,18.5,28.0,56.0,6.5,62559.0,981.0,Maïs
Alaotra-Mangoro,716.0,12,0,16.6,25.9,13.3,14.3,32.7,72.9,5.6,52542.0,522.0,Riz_Plateau
Atsinanana,296.0,1,0,60.7,39.8,32.2,16.4,29.0,91.6,6.8,51145.0,1093.0,Banane
Boeny,54.0,5,1,28.2,24.7,21.7,15.4,24.1,83.5,5.2,53634.0,876.0,Riz_Decrue
Bongolava,1201.0,9,1,24.5,32.2,18.9,13.2,25.8,83.6,5.4,64622.0,926.0,Ananas
Sofia,290.0,4,0,24.8,23.3,16.4,10.2,20.6,54.4,6.4,34266.0,994.0,Oignon
Menabe,307.0,11,0,23.9,28.2,16.9,14.4,34.8,86.6,6.1,63635.0,1247.0,Riz_Bas_Fonds
Haute Matsiatra,1245.0,5,1,24.1,24.9,18.2,12.7,18.5,54.4,7.5,53200.0,669.0,Haricot_CS
Anosy,563.0,6,1,19.2,22.4,16.0,15.2,27.4,39.9,7.2,46350.0,1130.0,Sorgho_CS
Atsimo-Andrefana,438.0,12,0,25.3,27.9,10.9,14.1,16.6,79.9,6.6,36038.0,893.0,Haricot
Melaky,111.0,1,0,26.0,23.7,21.3,15.3,24.9,69.1,6.1,54781.0,1699.0,Maïs
Atsinanana,258.0,10,1,60.7,39.8,32.2,16.4,20.1,64.9,5.3,67905.0,739.0,Ananas
Amoron'i Mania,1538.0,5,1,31.1,27.9,19.6,13.9,14.3,77.8,5.6,35884.0,799.0,Pomme_de_Terre
Menabe,349.0,12,0,23.9,28.2,16.9,14.4,32.4,66.6,6.9,54287.0,479.0,Mangue
Anosy,275.0,2,0,19.2,22.4,16.0,15.2,24.4,61.7,6.8,48515.0,1622.0,Maïs
Bongolava,904.0,11,0,24.5,32.2,18.9,13.2,16.1,72.7,6.7,40272.0,789.0,Haricot
Androy,375.0,5,1,14.8,24.7,10.9,22.8,26.7,33.5,6.7,57116.0,715.0,Sorgho_CS
Boeny,149.0,7,1,28.2,24.7,21.7,15.4,31.4,91.6,5.8,44594.0,839.0,Riz_Decrue
Vakinankaratra,1850.0,7,1,36.1,33.3,28.2,15.2,14.1,74.1,5.9,46721.0,570.0,Pomme
SAVA,262.0,11,0,64.8,36.6,48.0,20.9,25.0,81.4,5.0,61280.0,849.0,Ananas
Vakinankaratra,1382.0,12,0,36.1,33.3,28.2,15.2,34.5,64.0,6.5,41327.0,771.0,Riz_Plateau
Menabe,95.0,1,0,23.9,28.2,16.9,14.4,29.1,57.4,7.0,36520.0,1611.0,Maïs
Androy,58.0,5,1,14.8,24.7,10.9,22.8,31.3,33.5,5.5,55642.0,1261.0,Sorgho_CS
Anosy,156.0,7,1,19.2,22.4,16.0,15.2,24.5,35.7,7.2,43015.0,1959.0,Sorgho_CS
Menabe,147.0,12,0,23.9,28.2,16.9,14.4,34.1,59.3,7.0,50770.0,1027.0,Mangue
Analamanga,1258.0,12,0,23.4,27.6,19.5,16.3,34.5,86.4,5.6,41239.0,1199.0,Riz_Bas_Fonds
Atsimo-Andrefana,6.0,1,0,25.3,27.9,10.9,14.1,21.3,60.1,6.8,62575.0,1513.0,Maïs
Diana,234.0,10,1,30.8,26.1,20.5,24.4,30.1,42.8,6.5,64502.0,800.0,Mangue
Anosy,337.0,12,0,19.2,22.4,16.0,15.2,31.5,47.4,5.5,55896.0,1170.0,Sorgho
Atsimo-Andrefana,361.0,6,1,25.3,27.9,10.9,14.1,32.2,43.7,6.9,56474.0,773.0,Sorgho_CS
SAVA,463.0,1,0,64.8,36.6,48.0,20.9,21.6,67.3,7.0,43422.0,618.0,Haricot
Atsinanana,44.0,10,1,60.7,39.8,32.2,16.4,27.6,79.2,5.3,68793.0,942.0,Ananas
Itasy,1367.0,11,0,28.4,33.2,25.5,14.3,28.5,98.3,5.1,56985.0,1371.0,Riz_Bas_Fonds
Analanjirofo,325.0,12,0,54.8,35.0,29.5,18.5,32.7,94.9,5.6,39107.0,1291.0,Banane
Amoron'i Mania,1401.0,7,1,31.1,27.9,19.6,13.9,16.3,74.5,6.6,39226.0,897.0,Pomme
Androy,98.0,12,0,14.8,24.7,10.9,22.8,30.4,52.6,6.7,62680.0,1670.0,Sorgho
Boeny,101.0,6,1,28.2,24.7,21.7,15.4,22.8,83.8,5.7,43458.0,488.0,Riz_Decrue
Menabe,19.0,10,1,23.9,28.2,16.9,14.4,30.5,43.1,5.7,53536.0,786.0,Mangue
Atsimo-Andrefana,29.0,1,0,25.3,27.9,10.9,14.1,21.1,58.3,6.4,61424.0,1031.0,Maïs
Alaotra-Mangoro,852.0,12,0,16.6,25.9,13.3,14.3,34.4,62.3,5.8,56057.0,579.0,Riz_Plateau
Analanjirofo,127.0,12,0,54.8,35.0,29.5,18.5,21.1,88.9,5.5,54176.0,573.0,Litchi
Ihorombe,742.0,1,0,15.9,28.1,12.1,17.6,24.6,70.0,6.5,33376.0,743.0,Haricot
Vatovavy-Fitovinany,287.0,12,0,54.5,26.3,29.7,21.3,31.8,73.9,6.3,59663.0,839.0,Riz_Plateau
Vatovavy-Fitovinany,390.0,1,0,54.5,26.3,29.7,21.3,19.4,74.9,6.3,48165.0,559.0,Haricot
Boeny,198.0,12,0,28.2,24.7,21.7,15.4,26.0,51.0,6.1,75194.0,736.0,Mangue
Alaotra-Mangoro,1071.0,5,1,16.6,25.9,13.3,14.3,18.2,46.3,6.6,30768.0,318.0,Haricot_CS
Itasy,1123.0,7,1,28.4,33.2,25.5,14.3,20.4,70.0,6.5,30496.0,1132.0,Pomme_de_Terre
Boeny,109.0,10,1,28.2,24.7,21.7,15.4,33.1,69.9,6.7,64653.0,443.0,Mangue
Melaky,69.0,11,0,26.0,23.7,21.3,15.3,26.8,94.2,5.9,54887.0,908.0,Riz_Bas_Fonds
Analanjirofo,163.0,12,0,54.8,35.0,29.5,18.5,25.0,95.9,6.1,57437.0,340.0,Riz_Bas_Fonds
Androy,202.0,1,0,14.8,24.7,10.9,22.8,13.8,67.7,6.6,37638.0,723.0,Haricot
Boeny,244.0,11,0,28.2,24.7,21.7,15.4,36.4,47.7,7.1,70440.0,827.0,Mangue
Atsimo-Andrefana,86.0,12,0,25.3,27.9,10.9,14.1,27.8,58.0,6.9,38438.0,426.0,Arachide
SAVA,486.0,9,1,64.8,36.6,48.0,20.9,28.7,81.0,4.6,51013.0,811.0,Ananas
Menabe,304.0,1,0,23.9,28.2,16.9,14.4,20.5,60.7,6.1,41180.0,1001.0,Riz_Plateau
Betsiboka,220.0,12,0,27.9,23.7,28.2,10.9,31.0,92.0,5.6,37839.0,1322.0,Riz_Bas_Fonds
Melaky,44.0,1,0,26.0,23.7,21.3,15.3,23.3,70.8,6.5,43959.0,554.0,Haricot
Bongolava,1111.0,11,0,24.5,32.2,18.9,13.2,31.5,30.4,5.6,59286.0,1754.0,Sorgho
Bongolava,1048.0,9,1,24.5,32.2,18.9,13.2,30.5,74.5,4.9,52358.0,861.0,Ananas
Vakinankaratra,1296.0,7,1,36.1,33.3,28.2,15.2,11.1,77.5,6.8,37328.0,701.0,Pomme
Atsimo-Andrefana,220.0,6,1,25.3,27.9,10.9,14.1,31.9,47.2,7.4,41841.0,1733.0,Sorgho_CS
Sofia,361.0,4,0,24.8,23.3,16.4,10.2,26.9,64.6,6.1,37402.0,492.0,Oignon
SAVA,326.0,11,0,64.8,36.6,48.0,20.9,28.7,87.3,5.9,50008.0,618.0,Litchi
Vakinankaratra,1538.0,6,1,36.1,33.3,28.2,15.2,19.7,79.4,6.7,30721.0,798.0,Pomme
Alaotra-Mangoro,964.0,1,0,16.6,25.9,13.3,14.3,21.7,65.9,6.4,48682.0,781.0,Arachide
Amoron'i Mania,1448.0,7,1,31.1,27.9,19.6,13.9,21.7,69.1,6.5,54171.0,762.0,Pomme
Atsinanana,52.0,12,0,60.7,39.8,32.2,16.4,24.9,80.6,6.4,60707.0,571.0,Litchi
Atsinanana,351.0,1,0,60.7,39.8,32.2,16.4,24.5,84.8,6.3,57356.0,1010.0,Banane
Analanjirofo,27.0,1,0,54.8,35.0,29.5,18.5,24.6,77.3,5.7,59135.0,816.0,Riz_Plateau
Atsinanana,271.0,1,0,60.7,39.8,32.2,16.4,30.2,87.8,5.6,41649.0,718.0,Banane
Menabe,60.0,5,1,23.9,28.2,16.9,14.4,27.6,36.4,7.1,54708.0,1903.0,Pois_du_Cap
Haute Matsiatra,1322.0,7,1,24.1,24.9,18.2,12.7,26.2,60.3,5.9,30488.0,1325.0,Tomate
Amoron'i Mania,1670.0,6,1,31.1,27.9,19.6,13.9,21.8,72.8,6.1,39645.0,843.0,Pomme
Itasy,1535.0,7,1,28.4,33.2,25.5,14.3,21.8,69.0,6.2,48864.0,628.0,Tomate
Menabe,391.0,5,1,23.9,28.2,16.9,14.4,25.0,51.1,6.3,50716.0,691.0,Pois_du_Cap
Analamanga,1354.0,6,1,23.4,27.6,19.5,16.3,21.6,61.9,5.6,32530.0,1544.0,Tomate
Amoron'i Mania,1627.0,5,1,31.1,27.9,19.6,13.9,13.4,67.5,5.6,37960.0,1512.0,Pomme_de_Terre
Menabe,188.0,6,1,23.9,28.2,16.9,14.4,27.3,37.3,6.2,62967.0,571.0,Pois_du_Cap
Betsiboka,282.0,1,0,27.9,23.7,28.2,10.9,16.5,58.1,6.5,58773.0,1328.0,Arachide
Bongolava,992.0,6,1,24.5,32.2,18.9,13.2,23.5,53.2,6.7,27988.0,705.0,Haricot_CS
Bongolava,1161.0,12,0,24.5,32.2,18.9,13.2,27.8,66.7,6.1,63311.0,1628.0,Maïs
Boeny,93.0,12,0,28.2,24.7,21.7,15.4,27.0,69.4,6.7,76899.0,693.0,Mangue
Vatovavy-Fitovinany,86.0,12,0,54.5,26.3,29.7,21.3,26.7,68.3,7.0,42255.0,639.0,Haricot
Menabe,256.0,11,0,23.9,28.2,16.9,14.4,31.7,53.3,5.7,75218.0,1039.0,Mangue
Atsimo-Atsinanana,233.0,1,0,49.2,29.9,29.9,18.8,25.2,86.8,5.1,56703.0,1331.0,Riz_Bas_Fonds
Bongolava,1075.0,11,0,24.5,32.2,18.9,13.2,21.1,74.0,5.3,47244.0,1059.0,Ananas
Vakinankaratra,1427.0,6,1,36.1,33.3,28.2,15.2,25.4,64.3,5.6,54973.0,774.0,Tomate
Diana,132.0,1,0,30.8,26.1,20.5,24.4,25.9,55.7,7.3,40976.0,805.0,Orange
Vakinankaratra,1722.0,7,1,36.1,33.3,28.2,15.2,21.8,77.4,6.1,41531.0,1909.0,Tomate
Bongolava,941.0,1,0,24.5,32.2,18.9,13.2,24.1,60.4,6.1,56408.0,717.0,Riz_Plateau
Haute Matsiatra,1415.0,1,0,24.1,24.9,18.2,12.7,25.4,73.9,6.2,59315.0,1247.0,Orange
Amoron'i Mania,1659.0,7,1,31.1,27.9,19.6,13.9,11.7,77.6,5.8,58364.0,420.0,Pomme
Itasy,1139.0,6,1,28.4,33.2,25.5,14.3,24.1,72.3,5.9,28401.0,514.0,Fraise
Bongolava,1377.0,11,0,24.5,32.2,18.9,13.2,25.2,76.3,5.7,35944.0,1079.0,Banane
Amoron'i Mania,1590.0,12,0,31.1,27.9,19.6,13.9,27.1,63.3,6.9,43893.0,825.0,Maïs
Anosy,289.0,1,0,19.2,22.4,16.0,15.2,22.6,33.8,6.8,46431.0,1702.0,Sorgho
Atsimo-Andrefana,222.0,6,1,25.3,27.9,10.9,14.1,18.4,67.5,6.8,49538.0,945.0,Oignon
Vakinankaratra,1634.0,7,1,36.1,33.3,28.2,15.2,18.9,65.1,6.4,21913.0,801.0,Pomme_de_Terre
Atsimo-Andrefana,486.0,5,1,25.3,27.9,10.9,14.1,26.2,58.9,7.1,47882.0,1101.0,Pois_du_Cap
Ihorombe,1090.0,12,0,15.9,28.1,12.1,17.6,31.5,38.0,7.4,51078.0,1559.0,Sorgho
Vakinankaratra,1894.0,7,1,36.1,33.3,28.2,15.2,15.8,78.3,6.8,36167.0,447.0,Pomme
Analamanga,1478.0,4,0,23.4,27.6,19.5,16.3,23.2,80.8,5.9,28750.0,545.0,Fraise
Haute Matsiatra,1170.0,5,1,24.1,24.9,18.2,12.7,21.9,52.8,6.7,39687.0,420.0,Haricot_CS
Boeny,218.0,11,0,28.2,24.7,21.7,15.4,31.1,47.8,7.2,62400.0,458.0,Mangue
Boeny,170.0,12,0,28.2,24.7,21.7,15.4,31.9,48.9,6.4,74924.0,706.0,Mangue
Vatovavy-Fitovinany,19.0,1,0,54.5,26.3,29.7,21.3,24.1,61.2,6.6,41304.0,463.0,Haricot
Itasy,1398.0,4,0,28.4,33.2,25.5,14.3,23.9,63.3,6.2,54927.0,705.0,Haricot_CS
Analamanga,1209.0,7,1,23.4,27.6,19.5,16.3,15.2,85.0,6.1,33763.0,1171.0,Pomme_de_Terre
Atsimo-Andrefana,406.0,7,1,25.3,27.9,10.9,14.1,24.8,33.7,5.6,43845.0,1508.0,Sorgho_CS
Alaotra-Mangoro,1068.0,12,0,16.6,25.9,13.3,14.3,24.5,74.8,5.9,49589.0,665.0,Riz_Plateau
Analamanga,1247.0,11,0,23.4,27.6,19.5,16.3,25.3,53.5,5.8,35927.0,1181.0,Arachide
Itasy,1013.0,5,1,28.4,33.2,25.5,14.3,15.5,83.8,6.4,51165.0,564.0,Fraise
Atsinanana,279.0,11,0,60.7,39.8,32.2,16.4,27.4,67.1,4.9,50920.0,428.0,Ananas
Bongolava,1227.0,5,1,24.5,32.2,18.9,13.2,21.4,58.3,6.9,44686.0,889.0,Haricot_CS
SAVA,139.0,9,1,64.8,36.6,48.0,20.9,25.0,73.2,5.3,46258.0,720.0,Ananas
Diana,209.0,1,0,30.8,26.1,20.5,24.4,20.3,73.5,6.6,67292.0,527.0,Orange
Atsimo-Andrefana,131.0,12,0,25.3,27.9,10.9,14.1,26.9,53.6,6.7,44134.0,535.0,Arachide
Menabe,306.0,7,1,23.9,28.2,16.9,14.4,30.8,92.6,5.3,57446.0,1067.0,Riz_Decrue
Boeny,217.0,5,1,28.2,24.7,21.7,15.4,29.2,89.5,6.2,61989.0,788.0,Riz_Decrue
SAVA,291.0,9,1,64.8,36.6,48.0,20.9,23.4,74.4,5.0,48760.0,516.0,Ananas
Androy,205.0,5,1,14.8,24.7,10.9,22.8,23.6,31.0,7.4,46114.0,1317.0,Sorgho_CS
Melaky,231.0,11,0,26.0,23.7,21.3,15.3,29.8,69.7,6.6,62365.0,1694.0,Maïs
Analanjirofo,130.0,12,0,54.8,35.0,29.5,18.5,25.7,89.7,5.2,43739.0,486.0,Litchi
Alaotra-Mangoro,1132.0,2,0,16.6,25.9,13.3,14.3,20.9,71.6,6.0,43613.0,1516.0,Maïs
Menabe,136.0,11,0,23.9,28.2,16.9,14.4,24.1,86.0,5.6,59761.0,1447.0,Riz_Bas_Fonds
Haute Matsiatra,1478.0,1,0,24.1,24.9,18.2,12.7,27.3,73.8,7.1,41853.0,1232.0,Orange
Sofia,544.0,12,0,24.8,23.3,16.4,10.2,25.4,55.5,6.9,52954.0,584.0,Maïs
Bongolava,1001.0,1,0,24.5,32.2,18.9,13.2,27.6,63.3,6.8,42656.0,806.0,Maïs
Itasy,1175.0,5,1,28.4,33.2,25.5,14.3,19.1,67.5,5.8,26226.0,1466.0,Pomme_de_Terre
Alaotra-Mangoro,960.0,1,0,16.6,25.9,13.3,14.3,29.8,45.4,6.5,56628.0,1318.0,Sorgho
Vakinankaratra,1795.0,5,1,36.1,33.3,28.2,15.2,16.1,72.2,6.1,25669.0,476.0,Pomme_de_Terre
Atsinanana,120.0,1,0,60.7,39.8,32.2,16.4,22.9,76.2,5.8,43635.0,340.0,Riz_Plateau
Atsimo-Andrefana,277.0,7,1,25.3,27.9,10.9,14.1,28.3,50.8,6.3,58563.0,1282.0,Pois_du_Cap
Vakinankaratra,1673.0,6,1,36.1,33.3,28.2,15.2,23.0,62.3,5.7,42943.0,821.0,Tomate
Boeny,63.0,6,1,28.2,24.7,21.7,15.4,22.8,82.9,6.4,52756.0,1063.0,Riz_Decrue
Haute Matsiatra,1065.0,12,0,24.1,24.9,18.2,12.7,27.7,77.2,6.1,45514.0,1038.0,Riz_Plateau
Amoron'i Mania,1225.0,1,0,31.1,27.9,19.6,13.9,22.7,58.4,5.8,49728.0,749.0,Arachide
Atsimo-Andrefana,313.0,5,1,25.3,27.9,10.9,14.1,20.8,50.5,6.2,60503.0,576.0,Pois_du_Cap
Analanjirofo,276.0,12,0,54.8,35.0,29.5,18.5,22.7,70.2,5.7,51609.0,712.0,Litchi
SAVA,191.0,12,0,64.8,36.6,48.0,20.9,28.5,75.3,5.1,67380.0,307.0,Litchi
Boeny,43.0,10,1,28.2,24.7,21.7,15.4,25.5,45.0,6.2,67122.0,692.0,Mangue
Melaky,120.0,7,1,26.0,23.7,21.3,15.3,28.6,93.8,6.2,44643.0,1241.0,Riz_Decrue
SAVA,101.0,11,0,64.8,36.6,48.0,20.9,27.0,72.7,4.9,63355.0,455.0,Ananas
Menabe,134.0,10,1,23.9,28.2,16.9,14.4,35.2,43.7,6.4,67554.0,1007.0,Mangue
Atsinanana,280.0,1,0,60.7,39.8,32.2,16.4,31.7,87.3,6.5,40936.0,620.0,Banane
Boeny,68.0,12,0,28.2,24.7,21.7,15.4,33.4,70.2,6.0,61268.0,1089.0,Riz_Plateau
Vakinankaratra,1446.0,6,1,36.1,33.3,28.2,15.2,12.5,75.9,5.9,44312.0,832.0,Pomme_de_Terre
SAVA,208.0,10,1,64.8,36.6,48.0,20.9,27.2,70.1,5.2,61384.0,450.0,Ananas
Boeny,163.0,12,0,28.2,24.7,21.7,15.4,31.0,77.7,6.5,63747.0,503.0,Riz_Plateau
Boeny,181.0,5,1,28.2,24.7,21.7,15.4,27.5,80.7,5.7,41040.0,657.0,Riz_Decrue
Atsinanana,232.0,1,0,60.7,39.8,32.2,16.4,26.0,68.5,5.8,42059.0,932.0,Riz_Plateau
Anosy,432.0,7,1,19.2,22.4,16.0,15.2,29.1,32.0,6.5,49547.0,1524.0,Sorgho_CS
Vakinankaratra,1300.0,5,1,36.1,33.3,28.2,15.2,20.8,77.9,6.2,49361.0,769.0,Fraise
Itasy,1406.0,7,1,28.4,33.2,25.5,14.3,18.4,67.3,5.8,53472.0,985.0,Tomate
Vakinankaratra,1324.0,11,0,36.1,33.3,28.2,15.2,24.7,89.7,5.0,45931.0,335.0,Riz_Bas_Fonds
Atsinanana,20.0,12,0,60.7,39.8,32.2,16.4,28.1,85.8,5.8,43638.0,747.0,Banane
Amoron'i Mania,1085.0,6,1,31.1,27.9,19.6,13.9,10.7,70.0,6.1,37439.0,663.0,Pomme
Itasy,1363.0,5,1,28.4,33.2,25.5,14.3,21.0,48.8,7.2,32011.0,372.0,Haricot_CS
Boeny,169.0,12,0,28.2,24.7,21.7,15.4,22.9,48.4,6.9,50440.0,859.0,Sorgho
Analamanga,1495.0,1,0,23.4,27.6,19.5,16.3,29.6,52.6,6.1,52523.0,1195.0,Maïs
Alaotra-Mangoro,877.0,6,1,16.6,25.9,13.3,14.3,31.0,93.8,5.9,36377.0,960.0,Riz_Decrue
Vakinankaratra,1690.0,6,1,36.1,33.3,28.2,15.2,18.6,66.6,6.3,52426.0,460.0,Pomme
Haute Matsiatra,1523.0,7,1,24.1,24.9,18.2,12.7,20.3,81.3,6.3,34750.0,1439.0,Pomme_de_Terre
Itasy,1619.0,11,0,28.4,33.2,25.5,14.3,25.2,93.6,6.4,52428.0,1435.0,Riz_Bas_Fonds
Itasy,1772.0,2,0,28.4,33.2,25.5,14.3,20.6,75.1,7.1,69951.0,646.0,Orange
Vakinankaratra,1745.0,7,1,36.1,33.3,28.2,15.2,18.3,68.1,6.9,37884.0,1129.0,Oignon
Bongolava,994.0,8,1,24.5,32.2,18.9,13.2,22.2,72.0,6.3,35425.0,1997.0,Tomate
Diana,372.0,11,0,30.8,26.1,20.5,24.4,24.6,59.7,7.3,78180.0,682.0,Mangue
Vakinankaratra,1412.0,5,1,36.1,33.3,28.2,15.2,22.6,78.6,5.6,44044.0,1213.0,Tomate
Vakinankaratra,1596.0,6,1,36.1,33.3,28.2,15.2,21.9,69.3,6.3,41461.0,774.0,Pomme_de_Terre
SAVA,67.0,12,0,64.8,36.6,48.0,20.9,30.3,88.5,6.1,60903.0,442.0,Litchi
Vakinankaratra,1838.0,7,1,36.1,33.3,28.2,15.2,18.5,75.5,6.5,32949.0,553.0,Pomme
Boeny,91.0,12,0,28.2,24.7,21.7,15.4,27.9,69.3,6.4,43277.0,1083.0,Riz_Plateau
Atsimo-Andrefana,75.0,5,1,25.3,27.9,10.9,14.1,27.7,55.4,6.7,64379.0,1667.0,Pois_du_Cap
Bongolava,855.0,12,0,24.5,32.2,18.9,13.2,15.1,56.9,6.2,35822.0,528.0,Arachide
Amoron'i Mania,1471.0,7,1,31.1,27.9,19.6,13.9,15.6,65.8,6.1,52318.0,593.0,Pomme
Bongolava,951.0,12,0,24.5,32.2,18.9,13.2,31.9,83.0,6.5,58100.0,1150.0,Banane
Atsinanana,11.0,9,1,60.7,39.8,32.2,16.4,26.9,65.0,4.7,61725.0,819.0,Ananas
Diana,154.0,1,0,30.8,26.1,20.5,24.4,23.4,78.5,7.3,43348.0,505.0,Orange
Diana,111.0,11,0,30.8,26.1,20.5,24.4,35.2,66.4,6.4,54268.0,1161.0,Mangue
Diana,98.0,1,0,30.8,26.1,20.5,24.4,34.4,63.6,5.8,52360.0,621.0,Riz_Plateau
Atsinanana,216.0,11,0,60.7,39.8,32.2,16.4,34.7,87.6,5.5,57451.0,848.0,Banane
Analanjirofo,121.0,11,0,54.8,35.0,29.5,18.5,24.0,72.2,6.3,44833.0,427.0,Litchi
Anosy,146.0,6,1,19.2,22.4,16.0,15.2,23.2,33.5,6.6,50680.0,579.0,Sorgho_CS
Atsimo-Andrefana,94.0,7,1,25.3,27.9,10.9,14.1,31.3,29.4,6.8,64918.0,1362.0,Sorgho_CS
Itasy,1166.0,4,0,28.4,33.2,25.5,14.3,23.3,45.8,7.1,41266.0,976.0,Haricot_CS
